Brand,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Mazda,CX-5,Edwardstown Mazda - New,2023 Mazda CX-5 Akera (awd),DEMO,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5 L / 100 km,2001,"Edwardstown, SA",4 cyl,SUV, 4 Doors, 5 Seats,53888
Ford,Falcon,Sedan,2009 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.5 L / 100 km,159295,"Newtown, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,14990
Toyota,Corolla,Hatchback,2012 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,232839,"Morayfield, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,11990
Toyota,Land,4x4 Mega Centre,2010 Toyota Land Cruiser Prado GXL,USED,Automatic,-,Other,Diesel,-,285415,"Lawnton, QLD",-,Wagon,,,27999
Mazda,CX-9,SUV,2022 Mazda CX-9 Touring (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,3029,"Edwardstown, SA",4 cyl,SUV, 4 Doors, 7 Seats,52888
Peugeot,Expert,NEW In stock,2022 Peugeot Expert City SWB,NEW,Manual,-,Other,Diesel,-,1,"North Lakes, QLD",-,Commercial,,,45507
Ssangyong,Korando,Wayne Phillis SsangYong,2023 Ssangyong Korando Ultimate,NEW,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.7 L / 100 km,5,"Christies Beach, SA",4 cyl,SUV, 5 Doors, 5 Seats,38485
Toyota,Corolla,Hatchback,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,65472,"Geelong, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,33990
Jeep,Renegade,SUV,2015 Jeep Renegade Longitude,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.9 L / 100 km,50625,"South Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,19690
Nissan,Navara,Ute / Tray,2008 Nissan Navara ST-X (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,149980,"Hindmarsh, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,16999
Suzuki,Baleno,Hatchback,2019 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,36400,"Geelong, VIC",4 cyl,Hatchback, 4 Doors, 5 Seats,21990
Skoda,Karoq,SUV,2020 Skoda Karoq 140TSI Sportline (4X4),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.9 L / 100 km,45436,"Somerton Park, SA",4 cyl,SUV, 4 Doors, 5 Seats,43990
Toyota,Hilux,Ute / Tray,2014 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,11.5 L / 100 km,210958,"Geelong, VIC",4 cyl,Ute / Tray, 2 Doors, 3 Seats,19990
Toyota,Landcruiser,SUV,2022 Toyota Landcruiser LC300 Sahara ZX (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Diesel,8.9 L / 100 km,19111,"Mile End South, SA",6 cyl,SUV, 4 Doors, 5 Seats,159950
Nissan,X-Trail,SUV,2019 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,71843,"Wendouree, VIC",4 cyl,SUV, 4 Doors, 5 Seats,29777
Audi,S5,Hatchback,2018 Audi S5 Sportback 3.0 Tfsi Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Premium,7.7 L / 100 km,100698,"Somerton Park, SA",6 cyl,Hatchback, 5 Doors, 4 Seats,50990
Toyota,Corolla,Hatchback,2020 Toyota Corolla Ascent Sport + TR KIT,USED,Manual,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,20463,"Brendale, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,26995
BMW,420I,Hatchback,2014 BMW 420I Gran Coupe Sport Line,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.1 L / 100 km,106962,"Delacombe, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,24997
Mazda,3,Sedan,2013 Mazda 3 Maxx Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,54688,"Saint Marys, SA",4 cyl,Sedan, 4 Doors, 5 Seats,15990
Honda,Odyssey,Wagon,2010 Honda Odyssey Luxury,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,227986,"Morayfield, QLD",4 cyl,Wagon, 4 Doors, 7 Seats,13990
Ford,Mustang,Convertible,2022 Ford Mustang 2.3 Gtdi,USED,Automatic,"4 cyl, 2.3 L",Rear,Unleaded,9.5 L / 100 km,1550,"Geelong, VIC",4 cyl,Convertible, 2 Doors, 4 Seats,68990
Ssangyong,Musso,Wayne Phillis SsangYong,2023 Ssangyong Musso Ultimate,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.6 L / 100 km,8,"Christies Beach, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43660
Mitsubishi,Triton,Ute / Tray,2004 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,11.5 L / 100 km,142600,"Strathpine, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,10990
Jeep,Gladiator,Ute / Tray,2020 Jeep Gladiator Rubicon (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,12.4 L / 100 km,42469,"Emerald, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,73711
Mazda,CX-3,SUV,2020 Mazda CX-3 Maxx Sport (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,25276,"Brown Hill, VIC",4 cyl,SUV, 4 Doors, 5 Seats,27990
Toyota,RAV4,SUV,2019 Toyota RAV4 GXL 2WD Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,93060,"Geelong, VIC",4 cyl,SUV, 5 Doors, 5 Seats,46990
Land,Rover,SUV,2010 Land Rover Freelander 2 SE (4X4),USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,7.9 L / 100 km,276044,"Lonsdale, SA",4 cyl,SUV, 4 Doors, 5 Seats,10999
Toyota,Camry,Sedan,2003 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.5 L / 100 km,360151,"Mount Pleasant, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,5990
Hyundai,I30,Hatchback,2021 Hyundai I30 N Line,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,47500,"Caboolture, QLD",4 cyl,Hatchback, 4 Doors, 5 Seats,31990
Volkswagen,Golf,Hatchback,2013 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,103543,"Torrensville, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,14850
Kia,Sorento,SUV,2018 Kia Sorento SI (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.2 L / 100 km,67902,"Wendouree, VIC",4 cyl,SUV, 4 Doors, 7 Seats,34888
Mitsubishi,Lancer,Sedan,2011 Mitsubishi Lancer ES,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,90638,"Redcliffe, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,14490
Mazda,CX-9,Edwardstown Mazda - New,2022 Mazda CX-9 GT SP (fwd),DEMO,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,2001,"Edwardstown, SA",4 cyl,SUV, 4 Doors, 7 Seats,65888
Mazda,CX-9,SUV,2018 Mazda CX-9 Azami (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,50148,"Wendouree, VIC",4 cyl,SUV, 4 Doors, 7 Seats,47444
Subaru,XV,SUV,2015 Subaru XV 2.0I Sunshine SE,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,38455,"Mile End, SA",4 cyl,SUV, 4 Doors, 5 Seats,24989
Mitsubishi,Lancer,Sedan,2014 Mitsubishi Lancer LS,USED,Manual,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,130100,"Strathpine, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,14990
Holden,Cruze,SUV,2002 Holden Cruze,USED,Manual,"4 cyl, 1.5 L",AWD,Unleaded,6.8 L / 100 km,295520,"North Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,5999
Suzuki,S-Cross,Suzuki In The City - New,2022 Suzuki S-Cross Allgrip Prestige,NEW,Automatic,"4 cyl, 1.4 L",AWD,Premium,6.2 L / 100 km,11,"Wayville, SA",4 cyl,SUV, 4 Doors, 5 Seats,46085
Nissan,Navara,Bedggoods - Used & Demos,2017 Nissan Navara ST-X 4x2,USED,Manual,-,Rear,Diesel,-,92728,"Wendouree, VIC",-,Ute / Tray,,,45777
Subaru,Forester,SUV,2012 Subaru Forester 2.0D,USED,Manual,"4 cyl, 2 L",AWD,Diesel,6.4 L / 100 km,246000,"Rosewater, SA",4 cyl,SUV, 4 Doors, 5 Seats,12950
BMW,X5,SUV,2004 BMW X5 3.0D,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,10 L / 100 km,307826,"Mount Pleasant, VIC",6 cyl,SUV, 4 Doors, 5 Seats,9990
Suzuki,Jimny,SUV,2008 Suzuki Jimny JLX (4X4),USED,Automatic,"4 cyl, 1.3 L",4WD,Unleaded,7.8 L / 100 km,119966,"Mile End, SA",4 cyl,SUV, 2 Doors, 4 Seats,16372
Isuzu,D-MAX,Ute / Tray,2017 Isuzu D-MAX SX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.9 L / 100 km,138168,"Brendale, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,34990
Ssangyong,Musso,Wayne Phillis SsangYong,2023 Ssangyong Musso Ultimate,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.6 L / 100 km,4,"Christies Beach, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,43660
Toyota,GR,Hatchback,2021 Toyota GR Yaris GR,USED,Manual,"3 cyl, 1.6 L",AWD,Premium,7.6 L / 100 km,12023,"Geelong, VIC",3 cyl,Hatchback, 3 Doors, 4 Seats,54990
Isuzu,D-MAX,Ute / Tray,2021 Isuzu D-MAX SX (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,8 L / 100 km,29701,"Brendale, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,39990
Mitsubishi,ASX,SUV,2017 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,128842,"Albert Park, SA",4 cyl,SUV, 4 Doors, 5 Seats,21990
Audi,A6,Sedan,2016 Audi A6 3.0 TDI Biturbo Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.1 L / 100 km,168221,"Brown Hill, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,38990
Jaguar,I-Pace,Rex Gorell New Cars,2023 Jaguar I-Pace EV400 HSE AWD (294KW),NEW,Automatic,0 L,AWD,Electric,0 L / 100 km,10,"Geelong, VIC",0 L,SUV, 4 Doors, 5 Seats,179990
Nissan,X-Trail,SUV,2019 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,64326,"Mile End, SA",4 cyl,SUV, 4 Doors, 7 Seats,26333
Toyota,Landcruiser,SUV,2008 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3 L / 100 km,231280,"Clontarf, QLD",8 cyl,SUV, 4 Doors, 8 Seats,48499
Nissan,X-Trail,SUV,2021 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,36855,"Saint Marys, SA",4 cyl,SUV, 4 Doors, 7 Seats,29900
Mazda,CX-5,SUV,2013 Mazda CX-5 Maxx (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.4 L / 100 km,101913,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,19988
Holden,Commodore,Wagon,2012 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,67100,"Coolum Beach, QLD",6 cyl,Wagon, 4 Doors, 5 Seats,24990
Ssangyong,Musso,Wayne Phillis SsangYong,2023 Ssangyong Musso ELX,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.6 L / 100 km,6,"Christies Beach, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,40550
Mazda,3,Sedan,2021 Mazda 3 G25 Evolve,USED,Manual,"4 cyl, 2.5 L",Front,Unleaded,6.2 L / 100 km,8330,"Maroochydore, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,31990
Holden,Commodore,Wagon,2010 Holden Commodore Omega,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,9.3 L / 100 km,170400,"Strathpine, QLD",6 cyl,Wagon, 4 Doors, 5 Seats,11990
Mazda,3,Hatchback,2008 Mazda 3 Diesel,USED,Manual,"4 cyl, 2 L",Front,Diesel,6 L / 100 km,251551,"Beverley, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,6990
Nissan,Pulsar,Sedan,2013 Nissan Pulsar TI,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7 L / 100 km,144459,"Brown Hill, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,15990
Mercedes-Benz,ML320,SUV,2007 Mercedes-Benz ML320 CDI (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.6 L / 100 km,286123,"Morphett Vale, SA",6 cyl,SUV, 4 Doors, 5 Seats,10990
Nissan,Pulsar,Sedan,2014 Nissan Pulsar ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7 L / 100 km,146868,"Morayfield, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,15990
Toyota,Hilux,Ute / Tray,2020 Toyota Hilux Rugged X (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,61496,"Kunda Park, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,64990
Nissan,Qashqai,SUV,2016 Nissan Qashqai TI (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,70057,"Albert Park, SA",4 cyl,SUV, 4 Doors, 5 Seats,26990
Honda,CR-V,SUV,2015 Honda CR-V VTI LE,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.7 L / 100 km,121542,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,24888
Toyota,Corolla,Hatchback,2014 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,89412,"Maroochydore, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,19990
Suzuki,Grand,SUV,2011 Suzuki Grand Vitara Urban (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.9 L / 100 km,196341,"Woodville, SA",4 cyl,SUV, 4 Doors, 5 Seats,14999
Ford,Kuga,SUV,2015 Ford Kuga Titanium (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Premium,8 L / 100 km,138852,"Kunda Park, QLD",4 cyl,SUV, 4 Doors, 5 Seats,21990
Hyundai,Tucson,SUV,2016 Hyundai Tucson 30 Special Edition,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.7 L / 100 km,101536,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28990
BMW,530I,Sedan,2004 BMW 530I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,14.2 L / 100 km,197119,"Morphett Vale, SA",6 cyl,Sedan, 4 Doors, 5 Seats,12990
Jeep,Patriot,Coastal Car Talk,2009 Jeep Patriot Limited,USED,Manual,-,Other,Diesel,-,203250,"Nambour, QLD",-,Wagon,,,8000
BMW,335I,Coupe,2007 BMW 335I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,9.5 L / 100 km,187900,"Strathpine, QLD",6 cyl,Coupe, 2 Doors, 4 Seats,19990
Mercedes-Benz,C200,Sedan,2010 Mercedes-Benz C200 CGI,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,7.7 L / 100 km,198777,"Moffat Beach, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,10986
Ssangyong,Korando,SUV,2013 Ssangyong Korando SX,USED,Manual,"4 cyl, 2 L",AWD,Diesel,6.4 L / 100 km,90911,"Morphett Vale, SA",4 cyl,SUV, 4 Doors, 5 Seats,10990
Suzuki,Ignis,Suzuki In The City - New,2022 Suzuki Ignis GL,NEW,Automatic,"4 cyl, 1.2 L",Front,Premium,4.9 L / 100 km,15,"Wayville, SA",4 cyl,SUV, 4 Doors, 5 Seats,25085
Mazda,CX-9,SUV,2017 Mazda CX-9 GT (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,94387,"Maroochydore, QLD",4 cyl,SUV, 4 Doors, 7 Seats,35680
Toyota,86,Coupe,2018 Toyota 86 GTS,USED,Manual,"4 cyl, 2 L",Rear,Premium,8.4 L / 100 km,53639,"Christies Beach, SA",4 cyl,Coupe, 2 Doors, 4 Seats,34990
Volkswagen,Polo,Pacific Isuzu Used Cars,2017 Volkswagen Polo 70TSI Trendline,USED,Manual,-,Front,Premium,-,130846,"Buderim, QLD",-,Hatchback,,,13990
Kia,Seltos,SUV,2021 Kia Seltos Sport+ (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.8 L / 100 km,16242,"Plympton, SA",4 cyl,SUV, 4 Doors, 5 Seats,35980
Kia,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,53201,"Reynella, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,22980
Mazda,2,Sunshine Coast Mazda New and Demonstrator,2023 Mazda 2 G15 Pure,DEMO,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.2 L / 100 km,1003,"Maroochydore, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,27290
Hyundai,I30,Hatchback,2017 Hyundai I30 Active X 1.6 Crdi,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,4.6 L / 100 km,141600,"Strathpine, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,17990
Toyota,Hilux,Ute / Tray,2014 Toyota Hilux SR,USED,Manual,"4 cyl, 3 L",Rear,Diesel,8.1 L / 100 km,205349,"Nambour, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,21990
MG,MG3,Newspot MG Adelaide,2022 MG MG3 Auto Core,DEMO,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7 L / 100 km,7,"Adelaide, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,17400
Volkswagen,Polo,Rex Gorell New Cars,2023 Volkswagen Polo Life,NEW,Automatic,"3 cyl, 1 L",Front,Premium,5.4 L / 100 km,20,"Geelong, VIC",3 cyl,Hatchback, 5 Doors, 5 Seats,34550
Holden,Barina,Hatchback,2014 Holden Barina CD,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.8 L / 100 km,148436,"Nambour, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,8990
Mercedes-Benz,GLA250,SUV,2019 Mercedes-Benz GLA250 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7 L / 100 km,37311,"Mile End, SA",4 cyl,SUV, 4 Doors, 5 Seats,45989
Holden,Colorado,Ute / Tray,2019 Holden Colorado LS (4X2) (5YR),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.6 L / 100 km,84000,"Hindmarsh, SA",4 cyl,Ute / Tray, 2 Doors, 2 Seats,27998
Nissan,Maxima,Sedan,2007 Nissan Maxima ST-L,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,10.8 L / 100 km,159700,"Strathpine, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,9990
Nissan,Navara,Qld 4x4 Pty Ltd,2015 Nissan Navara ST,USED,Manual,-,Other,Diesel,-,169969,"Baringa, QLD",-,Ute / Tray,,,29999
Renault,Koleos,Rex Gorell New Cars,2023 Renault Koleos ZEN (4X2),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,9,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,45790
Haval,H2,SUV,2019 Haval H2 Premium 2WD,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,9 L / 100 km,64593,"Somerton Park, SA",4 cyl,SUV, 4 Doors, 5 Seats,18990
Mazda,CX-5,Sunshine Coast Mazda New and Demonstrator,2023 Mazda CX-5 Maxx Sport (fwd),DEMO,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.5 L / 100 km,1002,"Maroochydore, QLD",4 cyl,SUV, 4 Doors, 5 Seats,43690
Nissan,Qashqai,Southern Vales Nissan,2022 Nissan Qashqai ST-L 2-Tone,DEMO,Automatic,"4 cyl, 1.3 L",Front,Premium,6.1 L / 100 km,2920,"Morphett Vale, SA",4 cyl,SUV, 4 Doors, 5 Seats,43777
Holden,Captiva,SUV,2013 Holden Captiva 7 LX (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1 L / 100 km,59700,"Strathpine, QLD",4 cyl,SUV, 4 Doors, 7 Seats,16990
BMW,X5,SUV,2009 BMW X5 Xdrive 30D,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.7 L / 100 km,140507,"Somerton Park, SA",6 cyl,SUV, 4 Doors, 5 Seats,18990
Nissan,X-Trail,SUV,2018 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,121742,"Colac West, VIC",4 cyl,SUV, 4 Doors, 5 Seats,24990
Hyundai,I30,Hatchback,2019 Hyundai I30 N Line,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,47075,"Brendale, QLD",4 cyl,Hatchback, 4 Doors, 5 Seats,29500
Citroen,C5,DEMO,2022 Citroen C5 Aircross Sport 1.6 THP 133,DEMO,-,"4 cyl, 1.6 L",Front,-,5.7 L / 100 km,11,"Nambour, QLD",4 cyl,SUV, 5 Doors, 5 Seats,59590
Toyota,Fortuner,SUV,2021 Toyota Fortuner Crusade,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.6 L / 100 km,38506,"Edwardstown, SA",4 cyl,SUV, 4 Doors, 7 Seats,68988
Hyundai,I30,Hatchback,2017 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,50563,"Buderim, QLD",4 cyl,Hatchback, 4 Doors, 5 Seats,23990
Tesla,Model,Sedan,2022 Tesla Model 3 Standard Range Plus RWD,USED,Automatic,0 L,Rear,Electric,0 L / 100 km,47,"Beverley, SA",0 L,Sedan, 5 Doors, 5 Seats,64990
MG,ZS,Rex Gorell New Cars,2023 MG ZS Excite,NEW,Automatic,"4 cyl, 1.5 L",Front,-,7.1 L / 100 km,20,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,24690
BMW,220I,Adelaide BMW,2022 BMW 220I M Sport,DEMO,Automatic,"4 cyl, 2 L",Rear,Premium,6.3 L / 100 km,194,"Adelaide, SA",4 cyl,Coupe, 2 Doors, 4 Seats,74888
Volkswagen,Amarok,Ute / Tray,2016 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.8 L / 100 km,65587,"North Lakes, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,36995
LDV,V80,Qld 4x4 Pty Ltd,2020 LDV V80 HIGH ROOF LONG WHEEL,USED,Automatic,-,Other,Diesel,-,61972,"Baringa, QLD",-,Commercial,,,29999
Porsche,Cayenne,SUV,2022 Porsche Cayenne GTS,USED,Automatic,"8 cyl, 4 L",AWD,Premium,12.2 L / 100 km,3925,"Somerton Park, SA",8 cyl,SUV, 4 Doors, 5 Seats,229880
Renault,Captur,Rex Gorell New Cars,2022 Renault Captur R.s. Line,NEW,Automatic,"4 cyl, 1.3 L",Front,Premium,6.6 L / 100 km,9,"Geelong, VIC",4 cyl,SUV, 4 Doors, 4 Seats,45140
Holden,Trailblazer,SUV,2019 Holden Trailblazer Z71 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,77484,"Colac West, VIC",4 cyl,SUV, 4 Doors, 7 Seats,48990
Ford,Everest,SUV,2020 Ford Everest Sport (4WD 7 Seat),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.5 L / 100 km,105078,"Port Augusta, SA",5 cyl,SUV, 4 Doors, 7 Seats,55480
GWM,UTE,Pacific Great Wall Haval Caloundra Used,2023 GWM UTE Cannon Vanta (4X4),DEMO,Automatic,"4 cyl, 2 L",4WD,Diesel,9.4 L / 100 km,22,"Caloundra West, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,47490
Mitsubishi,ASX,SUV,2021 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,35040,"Mackay, QLD",4 cyl,SUV, 4 Doors, 5 Seats,27990
Toyota,Camry,Sedan,2015 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,99549,"Mackay, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,20990
Renault,Koleos,SUV,2013 Renault Koleos Dynamique (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Premium,9.3 L / 100 km,222021,"Moffat Beach, QLD",4 cyl,SUV, 4 Doors, 5 Seats,8990
Toyota,Hilux,Ute / Tray,2006 Toyota Hilux SR5 (4X4),USED,Manual,"6 cyl, 4 L",4WD,Unleaded,13.1 L / 100 km,330968,"Caboolture, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,16250
Isuzu,D-MAX,Ute / Tray,2020 Isuzu D-MAX LS-U (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,42603,"Buderim, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,59990
Hyundai,Veloster,Hatchback,2017 Hyundai Veloster SR Turbo,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,116885,"Mackay, QLD",4 cyl,Hatchback, 3 Doors, 4 Seats,24990
Toyota,Kluger,SUV,2018 Toyota Kluger GX (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.1 L / 100 km,71402,"Geelong, VIC",6 cyl,SUV, 4 Doors, 7 Seats,40990
Nissan,Navara,Ute / Tray,2021 Nissan Navara SL (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.9 L / 100 km,44501,"Mackay, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,46990
Volkswagen,Multivan,Wagon,2018 Volkswagen Multivan Comfortline TDI340,USED,Automatic,"4 cyl, 2 L",Front,Diesel,7.7 L / 100 km,133795,"Maroochydore, QLD",4 cyl,Wagon, 4 Doors, 7 Seats,42990
Holden,Commodore,Ute / Tray,2009 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11.6 L / 100 km,205255,"Belmont, VIC",6 cyl,Ute / Tray, 2 Doors, 2 Seats,16999
