FullName,Winery,WineName,Region,RegionalVariety,VintageRating,VintageRatingCount,WineRating,WineRatingCount,WinePrice
Domaine Coche-Dury Meursault Les Rougeots 2001,Domaine Coche-Dury,Meursault Les Rougeots,Burgundy,Côte de Beaune White,4.9,25,4.7,755,806.58
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2015,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,Burgundy,Côte de Beaune White,4.8,46,4.6,1191,680
Marcassin Marcassin Vineyard Chardonnay 2013,Marcassin,Marcassin Vineyard Chardonnay,Californian,Chardonnay,4.8,28,4.6,884,448
M. Chapoutier Ermitage Le Méal Blanc 2006,M. Chapoutier,Ermitage Le Méal Blanc,Northern Rhône,White,4.8,31,4.5,414,164.675
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2007,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.8,35,4.7,454,3478.36
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2009,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.8,35,4.7,454,4022.8
Keller G-Max Riesling 2009,Keller,G-Max Riesling,German,Riesling,4.8,37,4.7,209,2420
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4.8,39,4.5,820,864
Domaine de La Romanée-Conti Montrachet Grand Cru 2010,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.8,43,4.7,1348,7249.11
Domaine de La Romanée-Conti Montrachet Grand Cru 2014,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.8,43,4.7,1348,5419.19
Domaine Coche-Dury Corton-Charlemagne Grand Cru 1998,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.8,27,4.7,454,2923.84
Domaine Coche-Dury Meursault Les Rougeots 2005,Domaine Coche-Dury,Meursault Les Rougeots,Burgundy,Côte de Beaune White,4.8,60,4.7,755,1008.22
Olivier Leflaive Bâtard-Montrachet Grand Cru 2012,Olivier Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.8,56,4.5,796,366.68
Domaine de La Romanée-Conti Montrachet Grand Cru 1999,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.8,47,4.7,1348,6800
Domaine Leflaive Bâtard-Montrachet Grand Cru 2011,Domaine Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,138,4.5,2064,393.21
F.X. Pichler Unendlich Riesling 2017,F.X. Pichler,Unendlich Riesling,Austrian,Riesling,4.9,49,4.7,489,207.17
Bachelet-Monnot Bâtard-Montrachet Grand Cru 2015,Bachelet-Monnot,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,30,4.4,174,260
Marqués de Murrieta Castillo Ygay Gran Reserva Especial Blanco 1986,Marqués de Murrieta,Castillo Ygay Gran Reserva Especial Blanco,Spanish,Rioja White,4.7,277,4.6,1341,599
La Grange des Pères Vin de Pays de l'Hérault Blanc 2014,La Grange des Pères,Vin de Pays de l'Hérault Blanc,Languedoc-Roussillon,White,4.5,90,4.5,632,223
Kistler Cuvée Cathleen Kistler Vineyard Chardonnay 2012,Kistler,Cuvée Cathleen Kistler Vineyard Chardonnay,Californian,Chardonnay,4.5,29,4.5,342,259
Olivier Leflaive Bâtard-Montrachet Grand Cru 2015,Olivier Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,32,4.5,796,400
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 2007,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),,,4.4,71,4.3,974,250
Château Pape Clément Pessac-Léognan Blanc 2007,Château Pape Clément,Pessac-Léognan Blanc,Bordeaux,White,4.4,109,4.2,1133,220
Louis Jadot Bâtard-Montrachet Grand Cru 2005,Louis Jadot,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.3,33,4.4,758,245
Ornellaia Toscana Bianco 2015,Ornellaia,Toscana Bianco,Central Italy,White,4.2,57,4.4,279,226
Domaine de La Romanée-Conti Montrachet Grand Cru 2008,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,114,4.7,1348,7259.19
Domaine de La Romanée-Conti Montrachet Grand Cru 2007,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,85,4.7,1348,6056.22
Domaine de La Romanée-Conti Montrachet Grand Cru 2009,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,83,4.7,1348,6452.62
Fontaine-Gagnard Bâtard-Montrachet Grand Cru 2011,Fontaine-Gagnard,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,75,4.5,504,206.68
Domaine Coche-Dury Meursault Les Rougeots 2011,Domaine Coche-Dury,Meursault Les Rougeots,Burgundy,Côte de Beaune White,4.7,70,4.7,755,705.75
Quintarelli Giuseppe Veneto Amabile del Cere Passito Bianco 2003,Quintarelli Giuseppe,Veneto Amabile del Cere Passito Bianco,Northern Italy,White,4.7,66,4.6,184,377.4
Domaine Leflaive Chevalier-Montrachet Grand Cru 2013,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,56,4.6,1498,524.28
Kongsgaard The Judge Chardonnay 2013,Kongsgaard,The Judge Chardonnay,Napa Valley,Chardonnay,4.7,56,4.6,371,722.68
Domaine Coche-Dury Meursault Les Rougeots 2007,Domaine Coche-Dury,Meursault Les Rougeots,Burgundy,Côte de Beaune White,4.7,56,4.7,755,846.91
Trimbach Clos Sainte Hune Riesling Alsace 1989,Trimbach,Clos Sainte Hune Riesling Alsace,Alsace,Riesling,4.7,54,4.4,2637,688
Sine Qua Non Deux Grenouilles 2016,Sine Qua Non,Deux Grenouilles,Californian,White Blend,4.7,50,4.7,57,244
Domaine de La Romanée-Conti Montrachet Grand Cru 2003,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,47,4.7,1348,7057.55
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2013,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,Burgundy,Côte de Beaune White,4.7,47,4.6,572,554.52
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2007,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,Burgundy,Côte de Beaune White,4.7,44,4.6,572,655.34
Domaine Leflaive Chevalier-Montrachet Grand Cru 2014,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,44,4.6,1498,695.67
Domaine de La Romanée-Conti Montrachet Grand Cru 1996,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,41,4.7,1348,9180
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Auslese 1990,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Auslese,German,Riesling,4.7,40,4.4,2898,442.23
Olivier Leflaive Montrachet Grand Cru 2011,Olivier Leflaive,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,36,4.6,197,398.33
Domaine de La Romanée-Conti Montrachet Grand Cru 1993,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,35,4.7,1348,5545.22
Domaine Coche-Dury Meursault Les Rougeots 2012,Domaine Coche-Dury,Meursault Les Rougeots,Burgundy,Côte de Beaune White,4.7,35,4.7,755,756.17
Château Rayas Châteauneuf-du-Pape Réservé Blanc 2008,Château Rayas,Châteauneuf-du-Pape Réservé Blanc,Southern Rhône,White,4.7,34,4.4,417,302.47
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2005,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,German,Riesling,4.7,33,4.5,887,304.99
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2005,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.7,33,4.7,454,4738.64
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 1998,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,Burgundy,Côte de Beaune White,4.7,31,4.6,1191,350
Domaine Leflaive Chevalier-Montrachet Grand Cru 2012,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,30,4.6,1498,604.93
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 1999,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4.7,25,4.5,820,625.1
Louis Jadot Bâtard-Montrachet Grand Cru 2015,Louis Jadot,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,30,4.4,758,352.88
Domaine Leflaive Chevalier-Montrachet Grand Cru 2015,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,30,4.6,1498,705.75
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2012,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,Burgundy,Côte de Beaune White,4.7,30,4.6,572,725.92
Bouchard Père & Fils Chevalier-Montrachet Grand Cru 'La Cabotte' Blanc 2009,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru 'La Cabotte' Blanc,Burgundy,Côte de Beaune White,4.7,29,4.5,304,309
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2004,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.7,28,4.7,454,4022.8
Domaine Blain-Gagnard Bâtard-Montrachet Grand Cru 2015,Domaine Blain-Gagnard,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,28,4.4,447,242.6
Gaja Gaia & Rey Langhe 1998,Gaja,Gaia & Rey Langhe,Northern Italy,White,4.7,28,4.5,3804,277.26
Domaine de La Romanée-Conti Montrachet Grand Cru 1998,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.7,28,4.7,1348,8520
Domaine Coche-Dury Corton-Charlemagne Grand Cru 1999,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.7,27,4.7,454,5242.75
Raveneau Chablis Premier Cru 'Butteaux' 2001,Raveneau,Chablis Premier Cru 'Butteaux',Burgundy,Chablis,4.7,27,4.4,1607,211.73
Keller G-Max Riesling 2006,Keller,G-Max Riesling,German,Riesling,4.7,27,4.7,209,2720
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2014,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4.7,27,4.5,820,654.34
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2010,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,Burgundy,Côte de Beaune White,4.7,27,4.6,572,722.68
Bouchard Père & Fils Montrachet Grand Cru Blanc 2013,Bouchard Père & Fils,Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.7,27,4.5,586,495
Bouchard Père & Fils Montrachet Grand Cru Blanc 2015,Bouchard Père & Fils,Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.7,27,4.5,586,453.7
Maison Pierre Overnoy Arbois Pupillin Blanc 2006,Maison Pierre Overnoy,Arbois Pupillin Blanc,Jura,White,4.7,26,4.3,596,352.88
Raveneau Chablis Grand Cru 'Blanchot' 2001,Raveneau,Chablis Grand Cru 'Blanchot',Burgundy,Chablis,4.7,30,4.5,458,222.65
Gaja Gaia & Rey Langhe 2006,Gaja,Gaia & Rey Langhe,Northern Italy,White,4.6,290,4.5,3804,210
Domaine Coche-Dury Meursault Blanc 2011,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.6,224,4.5,2392,430
Domaine Coche-Dury Meursault Blanc 2012,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.6,177,4.5,2392,494.03
Marcassin Marcassin Vineyard Chardonnay 2012,Marcassin,Marcassin Vineyard Chardonnay,Californian,Chardonnay,4.6,171,4.6,884,568
Domaine Coche-Dury Meursault Blanc 2010,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.6,163,4.5,2392,554.52
Domaine Leflaive Chevalier-Montrachet Grand Cru 2009,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,154,4.6,1498,460
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2005,Didier Dagueneau (Louis-Benjamin Dagueneau),Silex,Upper Loire Valley,White,4.6,151,4.4,4879,234
Domaine Coche-Dury Meursault Blanc 2006,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.6,135,4.5,2392,399.09
Domaine Coche-Dury Meursault Blanc 2015,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.6,130,4.5,2392,462.77
Domaine des Comtes Lafon Meursault-Charmes Premier Cru 2010,Domaine des Comtes Lafon,Meursault-Charmes Premier Cru,Burgundy,Côte de Beaune White,4.6,127,4.4,1836,221.81
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2011,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,German,Riesling,4.6,103,4.5,887,275
Domaine Coche-Dury Meursault Les Rougeots 2009,Domaine Coche-Dury,Meursault Les Rougeots,Burgundy,Côte de Beaune White,4.6,102,4.7,755,756.17
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2015,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,Burgundy,Côte de Beaune White,4.6,84,4.4,2367,216.67
Sine Qua Non Entre Chien et Loup 2015,Sine Qua Non,Entre Chien et Loup,Californian,White Blend,4.6,75,4.6,80,243.65
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 1996,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,Burgundy,Côte de Beaune White,4.6,70,4.4,2367,247.85
Olivier Leflaive Bâtard-Montrachet Grand Cru 2013,Olivier Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,69,4.5,796,275
Peter Michael Mon Plaisir Chardonnay 2013,Peter Michael,Mon Plaisir Chardonnay,Californian,Chardonnay,4.6,68,4.5,494,159
Domaine de La Romanée-Conti Montrachet Grand Cru 2011,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,64,4.7,1348,8880
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2000,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,Burgundy,Côte de Beaune White,4.6,64,4.6,1191,739.36
Domaine Leflaive Chevalier-Montrachet Grand Cru 2002,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,64,4.6,1498,725
Domaine Leflaive Chevalier-Montrachet Grand Cru 2010,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,61,4.6,1498,521.57
Domaine Leflaive Bâtard-Montrachet Grand Cru 2014,Domaine Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,58,4.5,2064,453.7
Domaine Leflaive Bâtard-Montrachet Grand Cru 2015,Domaine Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,58,4.5,2064,502.98
Marcassin Marcassin Vineyard Chardonnay 2008,Marcassin,Marcassin Vineyard Chardonnay,Californian,Chardonnay,4.6,57,4.6,884,464.68
Château d'Yquem Y 2009,Château d'Yquem,Y,Bordeaux,White,4.6,56,4.5,3056,201.64
Domaine Coche-Dury Meursault Les Rougeots 2006,Domaine Coche-Dury,Meursault Les Rougeots,Burgundy,Côte de Beaune White,4.6,56,4.7,755,630.14
Domaine Leflaive Chevalier-Montrachet Grand Cru 2001,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,53,4.6,1498,475
Château Rayas Châteauneuf-du-Pape Réservé Blanc 2007,Château Rayas,Châteauneuf-du-Pape Réservé Blanc,Southern Rhône,White,4.6,53,4.4,417,423.45
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2011,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,51,4.5,879,402.28
Domaine Coche-Dury Meursault Les Rougeots 2008,Domaine Coche-Dury,Meursault Les Rougeots,Burgundy,Côte de Beaune White,4.6,51,4.7,755,756.17
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2009,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,Burgundy,Côte de Beaune White,4.6,50,4.6,572,447.82
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2011,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,Burgundy,Côte de Beaune White,4.6,49,4.6,572,554.52
Aubert Chardonnay Ritchie Vineyard 2014,Aubert,Chardonnay Ritchie Vineyard,Californian,Chardonnay,4.6,48,4.5,519,231
Arnaud Ente Meursault 2015,Arnaud Ente,Meursault,Burgundy,Côte de Beaune White,4.6,47,4.4,590,315
Château d'Yquem Y 1995,Château d'Yquem,Y,Bordeaux,White,4.6,46,4.5,3056,267
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2006,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,Burgundy,Côte de Beaune White,4.6,45,4.6,572,554.52
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2006,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4.6,44,4.5,820,444.79
Bouchard Père & Fils Montrachet Grand Cru Blanc 2009,Bouchard Père & Fils,Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.6,42,4.5,586,501.67
Jean-Claude Ramonet Bâtard-Montrachet Grand Cru 2009,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,40,4.5,799,483.95
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2012,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,38,4.5,879,384
Domaine d'Auvenay (Lalou Bize Leroy) Meursault Les Narvaux 2004,Domaine d'Auvenay (Lalou Bize Leroy),Meursault Les Narvaux,Burgundy,Côte de Beaune White,4.6,37,4.6,262,1613.15
Domaine Leflaive Chevalier-Montrachet Grand Cru 2003,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,37,4.6,1498,457.9
Peter Michael Belle Côte Chardonnay 2017,Peter Michael,Belle Côte Chardonnay,Californian,Chardonnay,4.6,37,4.5,1007,196
Domaine Jean-Louis Chave Hermitage Blanc 2015,Domaine Jean-Louis Chave,Hermitage Blanc,Northern Rhône,White,4.6,36,4.4,640,221.81
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2007,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4.6,36,4.5,820,574.39
Domaine de La Romanée-Conti Montrachet Grand Cru 1997,Domaine de La Romanée-Conti,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,35,4.7,1348,8660
Domaine Leflaive Bâtard-Montrachet Grand Cru 2003,Domaine Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,35,4.5,2064,422.98
Domaine des Héritiers Louis Jadot Chevalier Montrachet Grand Cru Les Demoiselles 2010,Domaine des Héritiers Louis Jadot,Chevalier Montrachet Grand Cru Les Demoiselles,Burgundy,Côte de Beaune White,4.6,34,4.5,376,280
Louis Jadot Bâtard-Montrachet Grand Cru 2014,Louis Jadot,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,34,4.4,758,260
Etienne Sauzet Bâtard-Montrachet Grand Cru 2010,Etienne Sauzet,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,34,4.4,521,400
Olivier Leflaive Chevalier-Montrachet Grand Cru 2013,Olivier Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,34,4.5,141,403.29
Domaine Coche-Dury Meursault Les Rougeots 2013,Domaine Coche-Dury,Meursault Les Rougeots,Burgundy,Côte de Beaune White,4.6,33,4.7,755,695.67
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2009,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4.6,33,4.5,820,955.08
Domaine des Comtes Lafon Montrachet Grand Cru 2004,Domaine des Comtes Lafon,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,31,4.7,325,1512.33
Domaine Henri Boillot Bâtard-Montrachet Grand Cru 2015,Domaine Henri Boillot,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,30,4.5,279,442.98
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2001,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.6,29,4.7,454,3831.24
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2013,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),Bordeaux,White,4.6,28,4.5,820,882.53
Château-Grillet Blanc 2002,Château-Grillet,Blanc,Northern Rhône,White,4.6,27,4.3,1366,228
Domaine Jean-Louis Chave Hermitage Blanc 2005,Domaine Jean-Louis Chave,Hermitage Blanc,Northern Rhône,White,4.6,26,4.4,640,247.5
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2006,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.6,25,4.7,454,3821.16
Domaine des Comtes Lafon Montrachet Grand Cru 2007,Domaine des Comtes Lafon,Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.6,25,4.7,325,1613.15
Domaine Jacques Prieur Montrachet Grand Cru Blanc 2013,Domaine Jacques Prieur,Montrachet Grand Cru Blanc,Burgundy,Côte de Beaune White,4.6,25,4.5,493,502.98
Raveneau Chablis Premier Cru 'Butteaux' 2010,Raveneau,Chablis Premier Cru 'Butteaux',Burgundy,Chablis,4.5,244,4.4,1607,254.16
Bonneau du Martray Corton-Charlemagne Grand Cru 2010,Bonneau du Martray,Corton-Charlemagne Grand Cru,Burgundy,Côte de Beaune White,4.5,353,4.4,6891,206.68
Gaja Gaia & Rey Langhe 2013,Gaja,Gaia & Rey Langhe,Northern Italy,White,4.5,347,4.5,3804,275.17
Gaja Gaia & Rey Langhe 2014,Gaja,Gaia & Rey Langhe,Northern Italy,White,4.5,341,4.5,3804,274.27
Gaja Gaia & Rey Langhe 2008,Gaja,Gaia & Rey Langhe,Northern Italy,White,4.5,305,4.5,3804,320.13
Gaja Gaia & Rey Langhe 2012,Gaja,Gaia & Rey Langhe,Northern Italy,White,4.5,296,4.5,3804,275.17
Domaine Coche-Dury Meursault Blanc 2013,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.5,259,4.5,2392,453.7
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2008,Didier Dagueneau (Louis-Benjamin Dagueneau),Silex,Upper Loire Valley,White,4.5,396,4.4,4879,231.89
Gaja Gaia & Rey Langhe 2010,Gaja,Gaia & Rey Langhe,Northern Italy,White,4.5,240,4.5,3804,210
Château Margaux Pavillon Blanc du Château Margaux 2006,Château Margaux,Pavillon Blanc du Château Margaux,Bordeaux,White,4.5,193,4.3,2515,180
Domaine Coche-Dury Meursault Blanc 2007,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.5,179,4.5,2392,504.11
Domaine Leflaive Bâtard-Montrachet Grand Cru 2008,Domaine Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,154,4.5,2064,394.8
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2010,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,Burgundy,Côte de Beaune White,4.5,152,4.4,2367,292.68
Domaine Leflaive Bâtard-Montrachet Grand Cru 2009,Domaine Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,149,4.5,2064,530.28
Olivier Leflaive Bâtard-Montrachet Grand Cru 2011,Olivier Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,140,4.5,796,245
Domaine Leflaive Chevalier-Montrachet Grand Cru 2008,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,132,4.6,1498,450
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2005,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,Burgundy,Côte de Beaune White,4.5,129,4.4,2367,205.85
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2015,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,German,Riesling,4.5,119,4.5,887,399.09
Domaine Leflaive Chevalier-Montrachet Grand Cru 2011,Domaine Leflaive,Chevalier-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,119,4.6,1498,475
Vincent Dauvissat Les Clos Chablís Grand Cru 2007,Vincent Dauvissat,Les Clos Chablís Grand Cru,Burgundy,Chablis,4.5,111,4.4,1048,201.64
Raveneau Chablis Grand Cru 'Valmur' 2008,Raveneau,Chablis Grand Cru 'Valmur',Burgundy,Chablis,4.5,106,4.5,985,522
Domaine Coche-Dury Meursault Blanc 2004,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.5,105,4.5,2392,503.1
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2014,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,Burgundy,Côte de Beaune White,4.5,93,4.4,2367,295
Domaine Leflaive Bâtard-Montrachet Grand Cru 2013,Domaine Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,92,4.5,2064,352.88
Domaine des Comtes Lafon Meursault-Charmes Premier Cru 2014,Domaine des Comtes Lafon,Meursault-Charmes Premier Cru,Burgundy,Côte de Beaune White,4.5,91,4.4,1836,215
Enate Chardonnay Uno 2011,Enate,Chardonnay Uno,Spanish,Chardonnay,4.5,90,4.2,237,240.21
Joseph Drouhin Beaune 1er Cru 'Clos des Mouches' Blanc 2015,Joseph Drouhin,Beaune 1er Cru 'Clos des Mouches' Blanc,Burgundy,Côte de Beaune White,4.5,82,4.3,1877,100.82
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2008,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,76,4.5,879,348
Domaine Leflaive Bâtard-Montrachet Grand Cru 2012,Domaine Leflaive,Bâtard-Montrachet Grand Cru,Burgundy,Côte de Beaune White,4.5,73,4.5,2064,482.98
Raveneau Chablis Premier Cru 'Montée de Tonnerre' 2002,Raveneau,Chablis Premier Cru 'Montée de Tonnerre',Burgundy,Chablis,4.5,72,4.4,2055,336
M. Chapoutier Ermitage de l'Orée 2007,M. Chapoutier,Ermitage de l'Orée,Northern Rhône,White,4.5,72,4.3,1167,242.86
Domaine Coche-Dury Meursault Blanc 2014,Domaine Coche-Dury,Meursault Blanc,Burgundy,Côte de Beaune White,4.5,70,4.5,2392,554.52
