FullName,Winery,WineName,Region,RegionalVariety,VintageRating,VintageRatingCount,WineRating,WineRatingCount,WinePrice
Bucaco Branco Reservado 2013,Bucaco,Branco Reservado,,,4.3,262,4.3,1522,41.59
Viña Cobos Bramare Marchiori Vineyard Chardonnay 2015,Viña Cobos,Bramare Marchiori Vineyard Chardonnay,Argentinian,Chardonnay,4.3,236,4.3,2060,31.95
DeMorgenzon Reserve Chardonnay 2015,DeMorgenzon,Reserve Chardonnay,South African,Chardonnay,4.3,230,4,1102,45.42
Château Fuissé Pouilly-Fuissé Le Clos Monopole 2015,Château Fuissé,Pouilly-Fuissé Le Clos Monopole,Burgundy,Macônnais White,4.3,229,4.3,846,46.67
Domaine Georges Vernay Les Terrasses de L'Empire Condrieu 2016,Domaine Georges Vernay,Les Terrasses de L'Empire Condrieu,Northern Rhône,Condrieu,4.3,214,4.2,1606,49.57
Chivite Navarra Coleccion 125 Blanco 2013,Chivite,Navarra Coleccion 125 Blanco,Spanish,Chardonnay,4.3,209,4.2,1801,44.42
Domaine Alain Chavy Puligny-Montrachet 2015,Domaine Alain Chavy,Puligny-Montrachet,Burgundy,Côte de Beaune White,4.3,208,4.1,1069,40.99
Bucaco Branco Reservado 2014,Bucaco,Branco Reservado,,,4.3,207,4.3,1522,45.33
Vincent Girardin Les Vieilles Vignes Puligny-Montrachet 2015,Vincent Girardin,Les Vieilles Vignes Puligny-Montrachet,Burgundy,Côte de Beaune White,4.3,204,4.2,1722,44.32
Henri Bourgeois Sancerre Jadis 2015,Henri Bourgeois,Sancerre Jadis,Upper Loire Valley,White,4.3,199,4.1,853,33.52
Bellavista Uccellanda Curtefranca 2011,Bellavista,Uccellanda Curtefranca,Northern Italy,White,4.3,197,4.1,729,40
Joh. Jos. Prüm Graacher Himmelreich Riesling Spätlese 2009,Joh. Jos. Prüm,Graacher Himmelreich Riesling Spätlese,German,Riesling,4.3,195,4.2,1222,34.99
Tiefenbrunner Feldmarschall von Fenner Müller 2016,Tiefenbrunner,Feldmarschall von Fenner Müller,Northern Italy,Müller Thurgau,4.3,193,4.1,1718,41.4
Henri Bourgeois Sancerre D'Antan 2014,Henri Bourgeois,Sancerre D'Antan,Upper Loire Valley,White,4.3,188,4.2,1277,30.67
Anselmo Mendes Parcela Única Escolha 2014,Anselmo Mendes,Parcela Única Escolha,Portuguese,Vinho Verde White,4.3,176,4.3,1406,30.41
Bachelet-Monnot Puligny-Montrachet 2016,Bachelet-Monnot,Puligny-Montrachet,Burgundy,Côte de Beaune White,4.3,174,4.2,1193,43.7
Bucaco Branco Reservado 2015,Bucaco,Branco Reservado,,,4.3,173,4.3,1522,38.9
J.A. Ferret Clos des Prouges Pouilly-Fuissé 2016,J.A. Ferret,Clos des Prouges Pouilly-Fuissé,Burgundy,Macônnais White,4.3,172,4.2,519,35.29
André Perret Condrieu Chery 2015,André Perret,Condrieu Chery,Northern Rhône,Condrieu,4.3,170,4.3,1058,49.96
Jean-Louis Chavy Puligny-Montrachet 2016,Jean-Louis Chavy,Puligny-Montrachet,Burgundy,Côte de Beaune White,4.3,168,4.2,1445,40.75
Comte Lafond Sancerre Grande Cuvée Blanc 2016,Comte Lafond,Sancerre Grande Cuvée Blanc,Upper Loire Valley,White,4.3,162,4.2,1384,35.22
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Spätlese 2004,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Spätlese,German,Riesling,4.3,157,4.2,1763,36.16
Marcel Deiss Riesling Alsace Grand Cru 'Altenberg de Bergheim' 2009,Marcel Deiss,Riesling Alsace Grand Cru 'Altenberg de Bergheim',Alsace,Riesling,4.3,156,4.4,1417,48.73
Quintodecimo Giallo d'Arles Greco di Tufo 2018,Quintodecimo,Giallo d'Arles Greco di Tufo,Southern Italy,White,4.3,154,4.3,1749,30.67
Joh. Jos. Prüm Graacher Himmelreich Riesling Auslese 2009,Joh. Jos. Prüm,Graacher Himmelreich Riesling Auslese,German,Riesling,4.3,153,4.3,1052,34.99
Marcel Deiss Riesling Alsace Grand Cru 'Altenberg de Bergheim' 2011,Marcel Deiss,Riesling Alsace Grand Cru 'Altenberg de Bergheim',Alsace,Riesling,4.3,149,4.4,1417,49.57
Domaine Zind Humbrecht Riesling Alsace Grand Cru Brand 2017,Domaine Zind Humbrecht,Riesling Alsace Grand Cru Brand,Alsace,Riesling,4.3,148,4.3,2149,40
Marc Colin Chassagne-Montrachet Les Encegnières 2015,Marc Colin,Chassagne-Montrachet Les Encegnières,Burgundy,Côte de Beaune White,4.3,147,4.2,887,36.97
Louis Latour Puligny-Montrachet 2015,Louis Latour,Puligny-Montrachet,Burgundy,Côte de Beaune White,4.3,147,4.1,1087,39
Domaine Henri Boillot Meursault 2017,Domaine Henri Boillot,Meursault,Burgundy,Côte de Beaune White,4.3,145,4.1,1605,45.37
Hubert Lamy Saint-Aubin 1er Cru 'En Remilly' 2015,Hubert Lamy,Saint-Aubin 1er Cru 'En Remilly',Burgundy,Côte de Beaune White,4.3,141,4.2,1305,45.37
HDV Chardonnay (Hyde Vineyard) 2015,HDV,Chardonnay (Hyde Vineyard),Napa Valley,Chardonnay,4.3,138,4.3,1499,49.23
André Perret Condrieu Chery 2014,André Perret,Condrieu Chery,Northern Rhône,Condrieu,4.3,138,4.3,1058,45.82
Jean-Louis Chavy Puligny-Montrachet 2017,Jean-Louis Chavy,Puligny-Montrachet,Burgundy,Côte de Beaune White,4.3,134,4.2,1445,49.99
Louis Latour Meursault-Blagny Premier Cru Château de Blagny 2006,Louis Latour,Meursault-Blagny Premier Cru Château de Blagny,Burgundy,Côte de Beaune White,4.3,133,4.1,1558,43.69
Mauro Godello Blanco 2017,Mauro,Godello Blanco,,,4.3,132,4.2,598,31.31
J.A. Ferret Clos des Prouges Pouilly-Fuissé 2015,J.A. Ferret,Clos des Prouges Pouilly-Fuissé,Burgundy,Macônnais White,4.3,130,4.2,519,40
Domaine de Chassorney Saint-Romain 'Combe Bazin' 2016,Domaine de Chassorney,Saint-Romain 'Combe Bazin',Burgundy,Côte de Beaune White,4.3,128,4.1,718,40.54
Bachelet-Monnot Chassagne-Montrachet 2015,Bachelet-Monnot,Chassagne-Montrachet,Burgundy,Côte de Beaune White,4.3,127,4.2,554,46.55
Louis Chèze Brèze Condrieu 2016,Louis Chèze,Brèze Condrieu,Northern Rhône,Condrieu,4.3,127,4.2,590,31.93
Eric Morgat Vigneron Fidès 2015,Eric Morgat Vigneron,Fidès,Loire,Chenin Blanc,4.3,126,4.2,1036,41.93
Louis Jadot - Domaine Duc de Magenta Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc 2014,Louis Jadot - Domaine Duc de Magenta,Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc,Burgundy,Côte de Beaune White,4.3,123,4.3,1243,35.29
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Auslese 2010,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Auslese,German,Riesling,4.3,123,4.4,2898,35.99
Domaine Gérard Thomas Saint-Aubin 1er Cru 'Murgers des Dents de Chien' 2015,Domaine Gérard Thomas,Saint-Aubin 1er Cru 'Murgers des Dents de Chien',Burgundy,Côte de Beaune White,4.3,122,4.1,616,37
Mauro Godello Blanco 2015,Mauro,Godello Blanco,,,4.3,121,4.2,598,45.99
Bader-Mimeur Chateau de Chassagne-Montrachet Blanc 2015,Bader-Mimeur,Chateau de Chassagne-Montrachet Blanc,Burgundy,Côte de Beaune White,4.3,121,4,749,35
Domaine Zind Humbrecht Riesling Alsace Clos Windsbuhl 2012,Domaine Zind Humbrecht,Riesling Alsace Clos Windsbuhl,Alsace,Riesling,4.3,120,4.2,1276,37.5
Jean-Michel Gerin La Loye Condrieu 2014,Jean-Michel Gerin,La Loye Condrieu,Northern Rhône,Condrieu,4.3,118,4,821,36.67
Dönnhoff Felsenberg GG 2014,Dönnhoff,Felsenberg GG,German,Riesling,4.3,114,4.2,574,39.95
Pazo Señorans Seleccion de Añada Albariño Rías Baixas 2005,Pazo Señorans,Seleccion de Añada Albariño Rías Baixas,Spanish,Albariño,4.3,112,4.2,2512,39.48
Domaine Zind Humbrecht Riesling Alsace Clos Häuserer 2015,Domaine Zind Humbrecht,Riesling Alsace Clos Häuserer,Alsace,Riesling,4.3,112,4.2,1500,35.79
Fefiñanes Albariño de Fefiñanes III Año 2012,Fefiñanes,Albariño de Fefiñanes III Año,Spanish,Albariño,4.3,112,4.2,887,37.99
Damijan Podversic Nekaj 2014,Damijan Podversic,Nekaj,Northern Italy,White,4.3,110,4.1,788,31.84
Château Fuissé Pouilly-Fuissé Le Clos Monopole 2016,Château Fuissé,Pouilly-Fuissé Le Clos Monopole,Burgundy,Macônnais White,4.3,109,4.3,846,46.38
Quintodecimo Exultet Fiano di Avellino 2018,Quintodecimo,Exultet Fiano di Avellino,Southern Italy,White,4.3,107,4.2,1752,30.67
Remelluri Rioja Blanco 2013,Remelluri,Rioja Blanco,Spanish,Rioja White,4.3,105,4.1,1690,44.99
Moreau-Naudet Chablis 1er Cru 'Montmains' 2015,Moreau-Naudet,Chablis 1er Cru 'Montmains',Burgundy,Chablis,4.3,102,4.1,870,37.81
Williams Selyem Unoaked Chardonnay 2014,Williams Selyem,Unoaked Chardonnay,Californian,Chardonnay,4.3,100,4.2,495,49.99
Domaine de Montgilet Les Trois Schistes Côteaux de l'Aubance 2015,Domaine de Montgilet,Les Trois Schistes Côteaux de l'Aubance,Loire,Chenin Blanc,4.3,99,4.2,529,31.99
Franz Hirtzberger Axpoint - Grüner Veltliner Smaragd 2015,Franz Hirtzberger,Axpoint - Grüner Veltliner Smaragd,Austrian,Grüner Veltliner,4.3,98,4.2,494,44.49
Philippe Bouzereau - Chateau de Citeaux Meursault 'Les Grands Charrons' 2016,Philippe Bouzereau - Chateau de Citeaux,Meursault 'Les Grands Charrons',Burgundy,Côte de Beaune White,4.3,97,4.2,831,38.45
Francois Villard Condrieu Le Grand Vallon 2016,Francois Villard,Condrieu Le Grand Vallon,Northern Rhône,Condrieu,4.3,97,4.2,778,36.88
Domaine Henri Boillot Meursault 2016,Domaine Henri Boillot,Meursault,Burgundy,Côte de Beaune White,4.3,96,4.1,1605,47.68
Storm Vrede Chardonnay 2017,Storm,Vrede Chardonnay,South African,Chardonnay,4.3,95,4.2,228,37.95
Domaine Zind Humbrecht Gewürztraminer Alsace Clos Windsbuhl 2012,Domaine Zind Humbrecht,Gewürztraminer Alsace Clos Windsbuhl,Alsace,Gewürztraminer,4.3,95,4.2,624,41.67
Jean-Max Roger La Côte de Bué Sancerre 2014,Jean-Max Roger,La Côte de Bué Sancerre,Upper Loire Valley,White,4.3,94,4.1,733,49.57
Sadie Family Skerpioen (Die Ouwingerdreeks) 2017,Sadie Family,Skerpioen (Die Ouwingerdreeks),,,4.3,93,4.3,566,34.45
Casa da Passarella Villa Oliveira Encruzado 2015,Casa da Passarella,Villa Oliveira Encruzado,Northern Portugal,White,4.3,88,4.3,392,42.85
J. Rochioli Estate Grown Chardonnay 2014,J. Rochioli,Estate Grown Chardonnay,Californian,Chardonnay,4.3,84,4.2,671,43.99
Forstmeister Geltz-Zilliken Saarburger Rausch Riesling Auslese 2003,Forstmeister Geltz-Zilliken,Saarburger Rausch Riesling Auslese,German,Riesling,4.3,84,4.3,871,36.28
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Spätlese 2008,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Spätlese,German,Riesling,4.3,82,4.2,1763,34.68
Amiot Guy Chassagne-Montrachet 1er Cru 'Cailleret' 2014,Amiot Guy,Chassagne-Montrachet 1er Cru 'Cailleret',Burgundy,Côte de Beaune White,4.3,82,4.3,672,48.5
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Spätlese 2016,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Spätlese,German,Riesling,4.3,82,4.2,1763,31.21
Skouras Viognier Eclectique Spilitsa 2017,Skouras,Viognier Eclectique Spilitsa,,,4.3,79,4.3,393,23.44
Francois Carillon Puligny-Montrachet 2017,Francois Carillon,Puligny-Montrachet,Burgundy,Côte de Beaune White,4.3,78,4.2,2191,46.21
Pierre Jean Villa Jardin Suspendu Condrieu 2016,Pierre Jean Villa,Jardin Suspendu Condrieu,Northern Rhône,Condrieu,4.3,78,4.2,301,32.77
Tiefenbrunner Feldmarschall von Fenner Müller 2017,Tiefenbrunner,Feldmarschall von Fenner Müller,Northern Italy,Müller Thurgau,4.3,78,4.1,1718,31.09
Domaine Huet Vouvray Clos du Bourg Sec 2010,Domaine Huet,Vouvray Clos du Bourg Sec,Loire,Chenin Blanc,4.3,76,4.1,1478,49.5
Sébastien Riffault Auksinis Sancerre 2012,Sébastien Riffault,Auksinis Sancerre,Upper Loire Valley,White,4.3,76,4.1,593,32.68
Rolly Gassmann Silberberg de Rorschwihr Riesling 2009,Rolly Gassmann,Silberberg de Rorschwihr Riesling,Alsace,Riesling,4.3,74,4.1,321,40.29
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Auslese 2016,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Auslese,German,Riesling,4.3,73,4.4,2898,37.65
Kühling-Gillot Pettenthal Riesling GG 2012,Kühling-Gillot,Pettenthal Riesling GG,German,Riesling,4.3,71,4.3,473,37.3
Domaine Huet Vouvray Clos du Bourg Sec 2016,Domaine Huet,Vouvray Clos du Bourg Sec,Loire,Chenin Blanc,4.3,71,4.1,1478,33.68
Edetària Selecció Blanca 2016,Edetària,Selecció Blanca,,,4.3,70,4,578,33.8
Weingut Knoll Ried Schütt Dürnsteiner Riesling Smaragd 2017,Weingut Knoll,Ried Schütt Dürnsteiner Riesling Smaragd,Austrian,Riesling,4.3,70,4.2,781,36.88
Francois Villard Condrieu DePoncins 2017,Francois Villard,Condrieu DePoncins,Northern Rhône,Condrieu,4.3,68,4.2,953,35.2
Michel & Stéphane Ogier Les Vieilles Vignes de Jacques Vernay Condrieu 2014,Michel & Stéphane Ogier,Les Vieilles Vignes de Jacques Vernay Condrieu,Northern Rhône,White,4.3,68,4.1,251,37.48
Sadie Family Skerpioen (Die Ouwingerdreeks) 2013,Sadie Family,Skerpioen (Die Ouwingerdreeks),,,4.3,65,4.3,566,46.66
Kühling-Gillot Pettenthal Riesling GG 2015,Kühling-Gillot,Pettenthal Riesling GG,German,Riesling,4.3,64,4.3,473,38.69
Heitz-Lochardet Meursault En la Barre 2015,Heitz-Lochardet,Meursault En la Barre,Burgundy,Côte de Beaune White,4.3,62,4.2,123,43.69
Matthew Van Heerden Chardonnay 2016,Matthew Van Heerden,Chardonnay,South African,Chardonnay,4.3,62,4.3,264,30
Familia Deicas Preludio Barrel Select Blanco 2016,Familia Deicas,Preludio Barrel Select Blanco,,,4.3,60,4.3,1533,32.2
Louis Jadot - Domaine Duc de Magenta Puligny-Montrachet 1er Cru Clos de la Garenne 2013,Louis Jadot - Domaine Duc de Magenta,Puligny-Montrachet 1er Cru Clos de la Garenne,Burgundy,Côte de Beaune White,4.3,58,4.3,695,91.6
Domaine du Closel - Château des Vaults Clos du Papillon Savennières 2016,Domaine du Closel - Château des Vaults,Clos du Papillon Savennières,Loire,Chenin Blanc,4.3,58,4,983,31
Crystallum Clay Shales Chardonnay 2017,Crystallum,Clay Shales Chardonnay,South African,Chardonnay,4.3,57,4.2,530,30.75
Domaine Philippe Pernot-Belicard Puligny-Montrachet 2017,Domaine Philippe Pernot-Belicard,Puligny-Montrachet,Burgundy,Côte de Beaune White,4.3,57,4.1,256,33
Mosse Le Rouchefer Anjou Blanc 2017,Mosse,Le Rouchefer Anjou Blanc,Loire,Chenin Blanc,4.3,56,4.1,373,31.01
Naudé Old Vines Chenin Blanc 2013,Naudé,Old Vines Chenin Blanc,South African,Chenin Blanc,4.3,56,4.2,116,49.99
Château de Meursault Meursault Clos des Grands Charrons (Monopole) 2015,Château de Meursault,Meursault Clos des Grands Charrons (Monopole),Burgundy,Côte de Beaune White,4.3,56,4.2,343,42.5
Domaine Gérard Thomas Puligny-Montrachet 'Le Trézin' 2017,Domaine Gérard Thomas,Puligny-Montrachet 'Le Trézin',Burgundy,Côte de Beaune White,4.3,55,4.2,262,33.57
Matassa Cuvée Alexandria 2018,Matassa,Cuvée Alexandria,Languedoc-Roussillon,White,4.3,54,3.9,586,30.36
Philippe Bouzereau - Chateau de Citeaux Vieux Clos du Château de Cîteaux Meursault Blanc 2017,Philippe Bouzereau - Chateau de Citeaux,Vieux Clos du Château de Cîteaux Meursault Blanc,Burgundy,Côte de Beaune White,4.3,54,4.1,470,34.48
Domaine Bernard Moreau et Fils Chassagne-Montrachet 2012,Domaine Bernard Moreau et Fils,Chassagne-Montrachet,Burgundy,Côte de Beaune White,4.3,54,4.2,1366,40.5
Guffens-Heynen Tri de Chavigne Mâcon-Pierreclos 2016,Guffens-Heynen,Tri de Chavigne Mâcon-Pierreclos,Burgundy,Macônnais White,4.3,53,4.2,548,37.81
Pierre-Yves Colin-Morey Pernand-Vergelesses Premier Cru Sous Frétilles 2017,Pierre-Yves Colin-Morey,Pernand-Vergelesses Premier Cru Sous Frétilles,Burgundy,Côte de Beaune White,4.3,53,4.2,103,46.21
Marc Colin Puligny-Montrachet Le Trézin 2015,Marc Colin,Puligny-Montrachet Le Trézin,Burgundy,Côte de Beaune White,4.3,53,4.2,454,37.81
Dupont-Fahn Meursault 'Les Vireuils' 2017,Dupont-Fahn,Meursault 'Les Vireuils',Burgundy,Côte de Beaune White,4.3,52,4.2,546,40
Christian Moreau Pere & Fils Chablis Grand Cru 'Valmur' 2014,Christian Moreau Pere & Fils,Chablis Grand Cru 'Valmur',Burgundy,Chablis,4.3,52,4.2,424,45
Bachelet-Monnot Chassagne-Montrachet 2016,Bachelet-Monnot,Chassagne-Montrachet,Burgundy,Côte de Beaune White,4.3,52,4.2,554,41.17
Casa Ferreirinha Antónia Adelaide Ferreira Douro Branco 2014,Casa Ferreirinha,Antónia Adelaide Ferreira Douro Branco,Northern Portugal,White,4.3,52,4.3,94,32.2
Josmeyer Riesling Grand Cru Hengst 2005,Josmeyer,Riesling Grand Cru Hengst,Alsace,Riesling,4.3,52,4.2,1280,43.22
Domaine Françoise & Denis Clair Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien' 2016,Domaine Françoise & Denis Clair,Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien',Burgundy,Côte de Beaune White,4.3,51,4.1,366,33.52
Bernard Defaix Chablis 1er Cru 'Côte de Lechet' 2018,Bernard Defaix,Chablis 1er Cru 'Côte de Lechet',Burgundy,Chablis,4.3,50,4,1195,37.12
Marcel Deiss Burg 2008,Marcel Deiss,Burg,,,4.3,50,4.1,431,45.37
François Chidaine Les Lys Montlouis 2009,François Chidaine,Les Lys Montlouis,Loire,Chenin Blanc,4.3,49,4.4,55,47.89
Paul Pillot Les Mazures Chassagne-Montrachet 2016,Paul Pillot,Les Mazures Chassagne-Montrachet,Burgundy,Côte de Beaune White,4.3,49,4.2,308,40.33
Jean Marc Pillot Puligny-Montrachet Les Noyers Bret 2016,Jean Marc Pillot,Puligny-Montrachet Les Noyers Bret,Burgundy,Côte de Beaune White,4.3,47,4.2,186,39.88
Sadie Family Palladius 2017,Sadie Family,Palladius,,,4.3,47,4.5,1485,35.99
Domaine Michelot Meursault 'Clos Saint-Felix' Monopole 2013,Domaine Michelot,Meursault 'Clos Saint-Felix' Monopole,Burgundy,Côte de Beaune White,4.3,46,4,380,39.99
Lukas Van Loggerenberg Kameraderie 2017,Lukas Van Loggerenberg,Kameraderie,South African,Chenin Blanc,4.3,46,4.4,106,32.99
Manincor Le Petit 2013,Manincor,Le Petit,Northern Italy,White,4.3,45,4.3,251,73.76
Jean Pascal & Fils Puligny - Montrachet 1er Cru 'Les Folatières' 2013,Jean Pascal & Fils,Puligny - Montrachet 1er Cru 'Les Folatières',Burgundy,White,4.3,43,4.3,160,47.5
Fontaine-Gagnard Chassagne-Montrachet 1er Cru 'La Maltroie' 2014,Fontaine-Gagnard,Chassagne-Montrachet 1er Cru 'La Maltroie',Burgundy,Côte de Beaune White,4.3,43,4.2,330,49.5
Château de Chamirey Mercurey 'En Pierrelet' Blanc 2014,Château de Chamirey,Mercurey 'En Pierrelet' Blanc,Burgundy,Côte Chalonnaise White,4.3,43,4.2,142,32.99
Château de Puligny Montrachet Saint-Aubin 1er Cru En Remilly 2016,Château de Puligny Montrachet,Saint-Aubin 1er Cru En Remilly,Burgundy,Côte de Beaune White,4.3,42,4.2,673,45.9
Thomas Morey Chassagne-Montrachet 1er Cru 'Les Baudines' 2015,Thomas Morey,Chassagne-Montrachet 1er Cru 'Les Baudines',Burgundy,Côte de Beaune White,4.3,41,4.3,231,46
Bevan Cellars Ritchie Vineyard Chardonnay 2013,Bevan Cellars,Ritchie Vineyard Chardonnay,Californian,Chardonnay,4.3,41,4.3,180,50
Tardieu-Laurent Condrieu 2009,Tardieu-Laurent,Condrieu,Northern Rhône,Condrieu,4.3,40,4,511,37.68
Domaine Coffinet-Duvernay Chassagne-Montrachet 1er Cru 'Les Blanchots Dessus' 2012,Domaine Coffinet-Duvernay,Chassagne-Montrachet 1er Cru 'Les Blanchots Dessus',Burgundy,Côte de Beaune White,4.3,40,4.2,290,40.33
Bastianich Plus 2015,Bastianich,Plus,Northern Italy,White,4.3,40,4.1,639,30.3
L.A.S. Vino CBDB 2016,L.A.S. Vino,CBDB,,,4.3,40,4.1,133,31.92
Christophe Denizot - Domaine des Moirots Montagny 1er Cru 'Le Vieux Château' 2017,Christophe Denizot - Domaine des Moirots,Montagny 1er Cru 'Le Vieux Château',Burgundy,Côte Chalonnaise White,4.3,39,4,296,31.95
Chanson Chardonnay Chassagne-Montrachet 2014,Chanson,Chardonnay Chassagne-Montrachet,Burgundy,Côte de Beaune White,4.3,38,4.1,185,46.67
Albert Bichot Château Gris Les Terrasses Monopole Nuits-Saint-Georges 2015,Albert Bichot,Château Gris Les Terrasses Monopole Nuits-Saint-Georges,Burgundy,White,4.3,38,4.3,358,34.45
Château de Puligny Montrachet Chassagne-Montrachet 2016,Château de Puligny Montrachet,Chassagne-Montrachet,Burgundy,Côte de Beaune White,4.3,37,4.2,581,45
Yalumba The Virgilius Viognier 2013,Yalumba,The Virgilius Viognier,Australian,Viognier,4.3,37,3.9,464,36.49
Domaine Weinbach Clos des Capucins Gewürztraminer Alsace Altenbourg 2016,Domaine Weinbach,Clos des Capucins Gewürztraminer Alsace Altenbourg,Alsace,Gewürztraminer,4.3,36,4.2,311,31.93
Domaine Berthelemot Puligny-Montrachet 'Les Levrons' 2015,Domaine Berthelemot,Puligny-Montrachet 'Les Levrons',Burgundy,Côte de Beaune White,4.3,36,4.2,234,38
Domaines Schlumberger Cuvée Christine Gewürztraminer Alsace Vendanges Tardives 2008,Domaines Schlumberger,Cuvée Christine Gewürztraminer Alsace Vendanges Tardives,Alsace,Gewürztraminer,4.3,36,4.2,501,32.77
Journeyman Chardonnay 2016,Journeyman,Chardonnay,Californian,Chardonnay,4.3,36,4.3,195,49.99
Louis Michel & Fils Chablis Grand Cru 'Vaudesir' 2016,Louis Michel & Fils,Chablis Grand Cru 'Vaudesir',Burgundy,Chablis,4.3,36,4.1,708,46.21
Domaine Gérard Thomas Saint-Aubin 1er Cru 'Sous Roche Dumay' 2015,Domaine Gérard Thomas,Saint-Aubin 1er Cru 'Sous Roche Dumay',Burgundy,Côte de Beaune White,4.3,34,4.2,132,30.95
Beaumont Vitruvia aka 'New Baby' 2016,Beaumont,Vitruvia aka 'New Baby',,,4.3,34,4.3,123,33.99
Quintarelli Giuseppe Veneto Bianco Secco 2018,Quintarelli Giuseppe,Veneto Bianco Secco,Northern Italy,White,4.3,34,4.1,1841,33.4
Chanson Savigny-Les-Beaune Premier Cru Hauts Marconnets 2017,Chanson,Savigny-Les-Beaune Premier Cru Hauts Marconnets,Burgundy,Côte de Beaune White,4.3,34,4,484,33.33
Domaine Laroche Montée de Tonnerre Chablis Premier Cru 2015,Domaine Laroche,Montée de Tonnerre Chablis Premier Cru,Burgundy,Chablis,4.3,34,4.2,96,39.17
Reichsgraf von Kesselstatt Piesporter Goldtröpfchen Riesling Kabinett 2007,Reichsgraf von Kesselstatt,Piesporter Goldtröpfchen Riesling Kabinett,German,Riesling,4.3,33,4.1,557,31.99
Encontro 1 Branco 2011,Encontro,1 Branco,Northern Portugal,White,4.3,33,4.2,265,36.45
Vincent Pinard Chêne Marchand Sancerre 2017,Vincent Pinard,Chêne Marchand Sancerre,Upper Loire Valley,White,4.3,33,4.1,298,31.93
Gómez Cruzado Montes Obarenes Selección Terroir 2016,Gómez Cruzado,Montes Obarenes Selección Terroir,Spanish,Rioja White,4.3,33,4.1,368,34.78
Amiot Guy Chassagne-Montrachet 1er Cru 'Les Macherelles' 2013,Amiot Guy,Chassagne-Montrachet 1er Cru 'Les Macherelles',Burgundy,Côte de Beaune White,4.3,33,4.2,294,45.99
Joseph Drouhin Chablis Grand Cru 'Vaudesir' 2015,Joseph Drouhin,Chablis Grand Cru 'Vaudesir',Burgundy,Chablis,4.3,33,4.2,494,43.18
Domaine Zind Humbrecht Pinot Gris Alsace Heimbourg 2014,Domaine Zind Humbrecht,Pinot Gris Alsace Heimbourg,Alsace,Pinot Gris,4.3,34,4.2,296,38.82
Michel Redde Barre A Mine Blanc Fumé de Pouilly 2017,Michel Redde,Barre A Mine Blanc Fumé de Pouilly,Upper Loire Valley,White,4.3,33,4.1,183,31
Jules Desjourneys Pouilly-Fuissé 2015,Jules Desjourneys,Pouilly-Fuissé,Burgundy,Macônnais White,4.3,32,4.3,102,32.77
Varner Home Block Spring Ridge Vineyard Chardonnay 2013,Varner,Home Block Spring Ridge Vineyard Chardonnay,Californian,Chardonnay,4.3,31,4.1,117,40.92
Chanin Los Alamos Vineyard Chardonnay 2015,Chanin,Los Alamos Vineyard Chardonnay,Californian,Chardonnay,4.3,31,4.2,171,39.95
Domaine Maratray-Dubreuil Ladoix 1er Cru 'En Nagets' Monopole 2014,Domaine Maratray-Dubreuil,Ladoix 1er Cru 'En Nagets' Monopole,Burgundy,Côte de Beaune White,4.3,31,4.1,217,31.56
Van Volxem Altenberg Alte Reben 2017,Van Volxem,Altenberg Alte Reben,German,Riesling,4.3,31,4.1,330,43
Jean-Paul & Benoit Droin Chablis Grand Cru 'Valmur' 2015,Jean-Paul & Benoit Droin,Chablis Grand Cru 'Valmur',Burgundy,Chablis,4.3,31,4.2,275,42.43
Morey-Blanc Saint-Aubin 1er Cru 2015,Morey-Blanc,Saint-Aubin 1er Cru,Burgundy,Côte de Beaune White,4.3,31,4.2,264,39
Terres Dorées Terres Roties Condrieu 2015,Terres Dorées,Terres Roties Condrieu,Northern Rhône,Condrieu,4.3,30,4.1,149,40.66
Domaine Fernand & Laurent Pillot Chassagne-Montrachet 1er Cru 'Morgeot' Blanc 2015,Domaine Fernand & Laurent Pillot,Chassagne-Montrachet 1er Cru 'Morgeot' Blanc,Burgundy,Côte de Beaune White,4.3,30,4.3,153,38.75
Vie di Romans Flors di Uis 2008,Vie di Romans,Flors di Uis,Northern Italy,White,4.3,30,4.1,1704,40.68
Alfredo Arribas Trossos Tros Blanc 2013,Alfredo Arribas,Trossos Tros Blanc,,,4.3,30,4.1,204,36.09
Louis Jadot Chassagne-Montrachet Blanc 2016,Louis Jadot,Chassagne-Montrachet Blanc,Burgundy,Côte de Beaune White,4.3,29,4.1,521,46.99
Lieselehof Vino del Passo 2018,Lieselehof,Vino del Passo,Northern Italy,White,4.3,29,4.1,107,31
Schloss Gobelsburg Riesling Alte Reben 2006,Schloss Gobelsburg,Riesling Alte Reben,Austrian,Riesling,4.3,29,4.3,71,49.28
